id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
1742,6.09,7.09,7.59,8.41,7.3,0,0,52.6,51.61,low,11,no,94,61,95,84,66.3,none
1743,6.78,5.48,5.84,7.59,6.42,0,0,59.52,53.3,high,14,yes,84,59,66,49,85.32,none
1744,6.1,9.21,8.49,8.05,7.96,1,1,69.99,48.01,high,6,yes,45,80,35,65,81.03,none
1745,8.64,6.65,7.1,7.87,7.56,0,1,52.62,42.72,low,4,yes,41,41,74,80,82.6,higher study
1746,6.73,8.01,6.3,6.46,6.88,0,0,98.93,45.37,medium,14,yes,91,90,49,56,99.79,none
1747,7.67,8.91,8.02,9.64,8.56,5,6,52.55,37.24,low,7,no,56,88,92,48,61.14,higher study
1748,6.12,9.69,6.02,8.53,7.59,0,0,62.55,92.53,low,1,no,70,34,42,59,96.6,higher study
1749,8,9.22,7.43,6.59,7.81,0,4,39.93,95.38,low,7,yes,44,73,43,70,93.68,job
1750,6.97,6.53,5.51,8.8,6.95,0,0,50.47,72.32,low,6,yes,50,56,40,88,76.61,none
1751,8.69,7.79,6.58,6.75,7.45,0,4,36.25,89.31,low,11,yes,89,87,99,35,95.24,higher study
1752,8.66,7.27,7.88,8.2,8,0,0,70.49,45.31,low,10,yes,86,75,53,52,85.94,job
1753,6.98,7.34,8.94,6.85,7.53,0,0,83.32,93.41,medium,4,no,100,83,96,65,95.57,job
1754,8.7,6.76,7.39,6.95,7.45,0,0,46.12,66.93,high,1,yes,35,37,37,88,83.79,none
1755,9.45,4.24,8.45,6.93,7.27,0,5,57.66,37.51,medium,9,no,62,41,61,89,68.65,none
1756,3.76,8.48,7.52,8.24,7,0,0,34.12,42.48,low,10,no,90,69,68,62,83.05,none
1757,9.34,7.46,7.49,7.67,7.99,0,0,89.25,53.71,medium,6,no,67,43,35,69,67.16,none
1758,8.99,7.63,9.18,4.31,7.53,0,0,85.26,35.93,high,9,yes,35,63,74,86,65.63,higher study
1759,8.48,6.91,8.79,8.65,8.21,0,0,37.25,53.73,medium,3,yes,64,49,61,72,86.16,higher study
1760,8.53,6.55,8.67,6.92,7.67,0,0,57.45,37.02,low,3,yes,77,63,34,44,97.9,none
1761,6.75,6.26,4.57,8.08,6.41,0,0,97,48.82,high,7,yes,89,97,60,63,83.54,none
1762,4.39,4.74,8.36,8.26,6.44,1,5,59.27,50.81,low,5,no,87,44,100,86,91.83,higher study
1763,7.73,4.55,9.77,6.45,7.12,0,1,68.26,99.62,low,8,yes,86,67,72,41,66.73,none
1764,6.2,8.14,5.09,9.53,7.24,0,0,56.81,48.79,high,10,no,79,88,73,53,86.17,job
1765,6.28,4.53,5.64,7.2,5.91,0,0,72.94,49.03,high,14,yes,87,37,61,45,89.32,higher study
1766,9,6.59,6.89,7.45,7.48,0,0,98.54,79.02,low,1,no,64,82,57,100,61.66,job
1767,6.98,8.07,7.64,7.07,7.44,0,0,99.83,90.58,medium,4,no,57,77,84,83,63.89,job
1768,8.24,7.17,6.67,6.97,7.26,0,0,84.91,58.94,high,5,no,58,64,89,45,91.26,job
1769,8.42,7.25,9.95,8.06,8.42,0,0,60.09,91.67,medium,7,yes,68,81,59,87,77.6,job
1770,8.57,4.08,7.33,6.65,6.66,1,1,66.13,55.8,medium,3,no,90,59,85,87,76.22,none
1771,8.99,7.41,7.45,8.13,7.99,0,1,56.91,46.21,high,10,no,61,45,39,52,96.81,none
1772,6.72,7.1,8.49,4.41,6.68,1,3,99.03,55.09,medium,6,yes,66,78,92,47,99.68,none
1773,4.53,6.3,8.69,8.81,7.08,0,0,80.42,73.83,high,10,no,86,41,45,85,90.58,none
1774,9.87,6.93,7.24,3.61,6.91,0,5,63.08,57.6,high,6,yes,49,42,96,55,91.7,higher study
1775,6.12,7.99,6.05,4.97,6.28,4,4,33.82,78.09,high,3,yes,59,34,69,37,68.33,none
1776,7.23,8,8.59,5.3,7.28,0,0,67.88,48.88,high,0,no,45,38,42,92,67.69,higher study
1777,6.39,6.86,6.52,7.7,6.87,1,1,98.92,79.97,medium,2,no,64,87,100,67,99.23,job
1778,6.07,7.38,9.1,7.83,7.59,0,0,68.05,56.28,medium,1,yes,60,57,62,97,87.8,higher study
1779,7.08,3.84,7.87,6.21,6.25,0,0,45.23,63.55,high,12,no,69,59,41,51,87.47,none
1780,5.19,6.58,6.07,8.59,6.61,0,0,34.49,70.37,high,12,yes,92,43,76,64,71.45,job
1781,8.35,6.63,7.2,9.33,7.88,0,0,56.77,78.98,high,11,yes,36,94,68,75,95.46,job
1782,5.15,6.07,8.96,6.86,6.76,0,0,94.52,49,high,2,no,65,73,55,36,61.78,none
1783,7.7,8.69,6.3,7.85,7.64,0,0,99.77,89.01,low,4,yes,48,77,99,88,70.98,job
1784,6.94,6.63,4.73,8.94,6.81,0,0,96.34,81.37,medium,10,no,99,45,54,43,67.21,job
1785,7.96,6.68,7.27,7.79,7.42,0,0,81.87,48.69,medium,11,no,96,55,74,55,88.44,job
1786,3.68,3.99,6.92,8.17,5.69,0,0,70.4,98.32,high,0,yes,34,60,74,56,88.61,higher study
1787,6.7,6.84,8.72,7.34,7.4,0,0,72.58,77.54,low,4,no,38,100,82,46,81.39,job
1788,6.04,3.64,8.61,6.18,6.12,0,0,69.12,63.32,low,1,no,39,47,37,73,60.21,job
1789,8.29,9.44,6.71,8.39,8.21,0,1,80.38,43.56,low,13,no,38,58,98,46,94.95,higher study
1790,7.87,6.38,6.24,6.1,6.65,0,0,61.07,68.73,high,3,no,61,85,43,84,98.22,none
1791,8.29,7.92,7.88,8.1,8.05,2,2,77.84,44.05,low,5,no,77,92,100,97,68.09,higher study
1792,6.12,6.23,7.01,6.07,6.36,0,0,41.16,61.78,high,8,no,49,71,43,46,93.69,higher study
1793,8.51,9.78,8.02,8.59,8.72,0,0,50.81,60.39,low,9,yes,55,53,50,62,98.93,none
1794,7.86,4,6.1,6.47,6.11,0,0,89.01,81.24,high,5,no,56,53,100,80,73.08,none
1795,7.69,6.4,6.4,5.43,6.48,2,2,93.55,45.9,high,9,yes,76,89,86,59,67.4,higher study
1796,7.87,7.93,8.06,3.87,6.93,0,0,69.12,88.07,medium,12,yes,76,63,68,56,99.1,job
1797,8.59,7.02,4.04,9.98,7.41,0,0,35.13,54.86,high,10,no,59,74,37,89,62.39,none
1798,7.76,9.78,6.64,7.54,7.93,0,0,95.11,62.75,low,11,no,74,96,44,52,71.04,job
1799,7.74,9.45,8.57,4.61,7.59,0,1,80.04,84.75,medium,1,yes,64,62,77,83,89.68,none
1800,8.97,8.12,3.92,3.94,6.24,0,0,60.75,74.91,low,7,yes,50,77,93,68,84.69,job
1801,9.08,7.67,6.18,5.16,7.02,4,7,73.1,53.64,high,4,no,42,90,95,82,87.38,higher study
1802,8.27,6.77,6.65,7.79,7.37,3,3,61.8,58.88,medium,8,yes,88,57,65,79,88.32,higher study
1803,7.33,7.95,9,9.32,8.4,0,0,64.18,53.49,high,14,yes,39,52,79,86,87.45,higher study
1804,8.12,3.52,7.3,7.37,6.58,0,0,92.42,72.85,high,9,no,97,50,56,64,73.69,higher study
1805,7.17,6.35,8.11,7.02,7.16,3,3,43.8,55.29,low,8,yes,37,94,70,55,72.46,none
1806,6.69,7.61,6.55,7.4,7.06,0,0,39.95,81.62,low,3,yes,100,37,91,100,77.14,higher study
1807,7.79,7.31,7.83,6.93,7.46,0,0,33.19,71.85,low,12,no,89,55,76,41,92.31,job
1808,8.78,9.79,8.18,7.31,8.52,0,0,54.04,42.77,medium,0,no,51,39,48,52,97.53,higher study
1809,8.79,6.8,9.16,7.08,7.96,0,0,42.89,53.79,low,10,no,65,63,100,64,78.21,higher study
1810,7.03,7.81,6.94,7.7,7.37,0,0,47.75,47.84,high,13,no,81,44,35,65,63.43,higher study
1811,7.58,8.61,8.49,3.89,7.14,1,1,33.76,59.16,medium,8,yes,62,81,38,88,97.53,higher study
1812,6.63,9.84,3.5,6.71,6.67,0,5,48.23,67.58,low,8,yes,65,79,86,64,63.22,none
1813,8.99,5.07,7.81,8.97,7.71,0,1,55.3,66.96,low,7,yes,58,60,78,100,66.36,none
1814,8.94,9,7.17,7.5,8.15,0,0,35.12,83.56,low,4,yes,96,52,74,84,94.71,none
1815,7.95,7.82,9.96,6.58,8.08,0,0,73.73,45.68,high,4,yes,42,92,96,60,82.06,job
1816,9.21,7.21,7.67,7.43,7.88,0,0,71.11,96.41,low,9,no,47,87,65,81,74.11,job
1817,8.41,6.68,7.73,8.6,7.86,0,0,39.51,55.98,high,5,yes,53,50,35,76,97.24,higher study
1818,8.15,6.77,6.5,6.07,6.87,0,3,72.87,53.12,medium,0,yes,43,83,43,84,98.42,job
1819,7.78,4.29,7.21,8.04,6.83,1,1,99.91,78.91,low,8,no,44,73,76,83,73.23,job
1820,6.16,7.44,7.03,7.64,7.07,0,0,96.28,86.97,high,4,yes,72,44,76,94,94.74,job
1821,7.36,5.93,7.2,6.51,6.75,1,1,33.19,58.36,low,6,yes,52,47,100,74,87.14,job
1822,8.02,7.1,8.28,8.45,7.96,0,0,86.29,83.04,low,10,no,52,46,56,84,70.98,none
1823,8.03,8.74,7.45,9.74,8.49,0,3,56.7,92.21,medium,14,no,76,61,93,57,97.66,none
1824,7.12,7.1,8.82,7.11,7.54,0,0,37.27,84.38,medium,7,yes,94,77,39,63,62.52,job
1825,8.83,7.12,6.88,6.88,7.43,0,0,52.84,35.3,high,4,no,98,96,46,85,72.72,job
1826,6.5,7.15,7.25,8.48,7.34,0,0,54.56,88.44,high,2,yes,56,94,54,83,75.85,none
1827,7.5,8.51,8.36,7.92,8.07,0,0,68.06,84.89,high,5,yes,93,50,91,90,87.63,higher study
1828,9.75,7.95,7.64,8.69,8.51,0,0,77.3,77.85,medium,6,no,43,83,61,95,61.54,none
1829,8.07,7.84,7.64,7.89,7.86,0,3,83.19,83.92,high,12,yes,96,59,41,86,95.59,job
1830,8.09,7,6.16,8.22,7.37,0,0,49.48,98.62,medium,13,no,35,40,91,64,86.36,job
1831,9.05,9.65,7.2,8.51,8.6,0,0,54.57,61.89,medium,3,no,69,49,73,63,71,job
1832,7.95,8.45,5.3,6.16,6.96,0,0,53.67,37.51,low,8,yes,90,50,34,43,86.33,none
1833,6.83,3.98,6.81,8.33,6.49,0,0,57.31,63.89,low,13,yes,99,68,98,77,81.48,job
1834,6.47,6.12,9.04,9.53,7.79,0,4,99.98,36.12,high,10,no,53,56,43,39,73.45,none
1835,4.49,8.61,9,7.84,7.48,0,0,85.12,52.72,medium,3,no,75,42,93,60,61.14,higher study
1836,7.91,7.54,6.93,6.21,7.15,0,0,98.32,72.33,medium,10,no,54,51,53,53,82.04,job
1837,7.8,4.36,3.78,9.61,6.39,0,0,79.44,53.75,medium,9,no,99,81,95,53,63.29,job
1838,6.54,7.19,8.65,5.76,7.04,0,0,60.23,78.92,low,1,yes,71,99,46,45,92.41,higher study
1839,3.95,7.49,8.03,7.53,6.75,0,0,59.12,88.07,medium,8,no,57,56,91,82,63.54,none
1840,8.12,8,4.11,6.25,6.62,0,1,65.74,61.18,high,3,yes,59,43,70,85,77.15,job
1841,7.37,6.04,4.24,8.21,6.46,1,6,60.94,93.31,high,3,no,35,71,43,43,77.38,job
1842,8,8.61,9.98,7.64,8.56,0,0,88.5,38.36,low,9,no,79,92,36,38,82.25,job
1843,8.51,7.34,7.02,8.86,7.93,4,4,64.16,89.29,high,0,yes,67,76,67,97,61.58,job
1844,6.51,7.03,7.63,6.55,6.93,0,1,52.81,88.52,medium,13,yes,95,45,67,91,68.15,higher study
1845,3.89,4.39,8.52,7.82,6.15,5,5,84.92,54.58,medium,1,no,74,86,63,41,67.98,none
1846,6.06,6.41,8.65,6.63,6.94,0,0,90.25,53.02,high,11,yes,48,47,70,63,83.96,higher study
1847,8.34,7.32,4.9,7.84,7.1,0,0,61.17,53.45,low,2,yes,88,85,67,50,70.55,none
1848,7.83,7.49,6.48,8.17,7.49,0,0,77.75,87.37,medium,6,yes,36,94,65,100,65.77,higher study
1849,5.57,7.21,7.02,8.17,6.99,0,0,36.95,88.72,medium,11,yes,71,74,91,54,60.73,higher study
1850,8.1,8.04,7.01,8.45,7.9,1,1,68.48,55.1,low,8,no,84,54,57,49,93.62,none
1851,8.51,7.26,6.13,8.56,7.62,0,0,36.02,72.71,medium,11,yes,50,81,42,60,98.86,job
1852,3.6,9.23,9,6.23,7.02,5,5,34.97,42.32,high,4,no,82,89,74,39,88.13,job
1853,4.55,3.52,7.79,9.39,6.31,0,0,74.07,64.41,high,3,no,54,68,57,75,76.51,higher study
1854,3.92,5.6,8.56,7.03,6.28,0,0,53.33,99.92,low,12,no,57,77,58,49,64.88,higher study
1855,5.7,8.88,4.49,8.06,6.78,0,0,82.75,43.65,low,1,no,73,72,69,78,79,higher study
1856,8.41,7.8,7.14,4.08,6.86,5,5,93.04,96.49,high,13,yes,53,48,41,36,78.29,job
1857,8.88,8.42,8.22,7.5,8.26,0,0,42.35,88.23,low,12,no,68,45,92,73,76.8,none
1858,7.61,6.33,7.88,4.23,6.51,0,0,81.55,98.14,high,11,no,81,41,68,53,75.13,job
1859,4.89,7.19,7.13,6.57,6.44,0,3,67.48,45.04,low,13,yes,66,100,71,40,79.87,higher study
1860,7.47,7.01,6.42,7.66,7.14,0,0,40.52,47.31,high,6,yes,89,34,65,92,62.93,job
1861,7.21,7.71,5.19,7.22,6.83,3,3,76.66,34.14,medium,5,yes,74,75,84,44,61.53,job
1862,6.46,8.58,8.13,7.17,7.59,0,3,73.84,81.56,medium,11,no,87,64,61,85,62.56,job
1863,7.72,6.24,3.64,8.43,6.51,0,0,67.55,76.16,high,11,yes,77,63,89,36,68,none
1864,6.83,6.22,3.81,5.63,5.62,0,5,95.07,44.94,medium,6,no,44,76,41,54,71.12,higher study
1865,9.49,8.55,8.56,7.22,8.46,0,0,67.92,86.01,high,7,no,47,59,74,86,66.78,job
1866,4.08,6.64,8.06,6.08,6.22,0,0,99.36,53.05,low,8,no,75,45,56,63,70.08,job
1867,8.76,8.01,6.05,6.17,7.25,0,0,67.12,42.05,medium,9,yes,45,92,87,44,67.43,higher study
1868,7.75,7.63,6.65,8.57,7.65,0,0,40.77,61.32,medium,4,no,50,44,56,58,66.03,job
1869,7.78,3.58,4.75,8.88,6.25,0,0,64.53,39.1,medium,10,no,58,80,65,83,71.72,job
1870,7.06,8.5,6.21,8.07,7.46,0,0,45.22,50.64,high,4,yes,59,56,43,42,75.9,job
1871,4.76,6.38,7.71,7.09,6.48,0,0,73.01,57.89,medium,3,no,80,76,68,78,89.77,job
1872,6.16,6.39,8.27,8.82,7.41,3,3,79.44,90.08,low,10,yes,58,72,96,62,98.22,higher study
1873,6.1,7.67,6.33,7.99,7.02,3,3,64.39,86.1,medium,2,yes,93,88,100,95,96.76,job
1874,5.33,5.85,8.52,4.65,6.09,0,0,39.56,62.67,low,12,yes,93,51,69,48,79.04,none
1875,7.27,8.84,7.67,8.53,8.08,0,0,64.4,81.55,medium,6,yes,60,75,82,52,78.45,job
1876,6.25,7.24,8.07,8.3,7.47,0,0,38.47,71.1,medium,12,yes,76,59,79,48,65.03,none
1877,7.82,5.73,8.91,7.14,7.4,0,0,78.71,55.84,low,12,yes,53,51,60,72,98.87,higher study
1878,8.64,6.98,6.25,7.44,7.33,0,0,85.96,81.64,medium,4,no,96,74,64,68,90.4,job
1879,8.65,7.82,8.7,6.56,7.93,0,0,97.48,78.8,low,6,yes,58,75,67,46,93.9,none
1880,7.98,8.79,6.38,9.96,8.28,0,0,42.98,74.48,low,14,no,60,66,92,49,69.37,none
1881,6.63,8.51,7.18,6.88,7.3,0,3,68.68,74.41,low,1,no,85,76,87,100,76.04,job
1882,5.9,8.99,8.55,8.33,7.94,1,1,71.03,78.76,medium,8,no,43,47,99,88,64.11,job
1883,8.59,6.07,8.72,8.68,8.02,0,0,94.81,58.77,medium,8,no,83,88,63,98,97.63,higher study
1884,8.66,9.27,4.34,8.17,7.61,0,0,75.03,91.23,low,12,yes,63,91,56,68,71.43,higher study
1885,6.59,6.34,7.52,7.4,6.96,0,0,42.76,43.88,medium,8,no,34,43,42,49,83.84,job
1886,8.21,7.83,7.78,3.56,6.84,0,0,62.24,92.22,high,12,yes,87,61,88,34,66.09,higher study
1887,6.86,8.46,4.24,6.26,6.46,0,5,76.87,55.94,low,12,no,37,47,34,83,92.11,higher study
1888,8.41,4.84,3.67,6.17,5.77,0,0,79.92,41.39,low,4,yes,40,59,89,47,67.45,higher study
1889,8.99,4.86,8.12,7.12,7.27,0,0,90.83,73.21,high,13,yes,63,50,72,95,92.38,higher study
1890,9.44,6.86,8.5,7.39,8.05,0,1,45.1,58.2,high,9,no,98,67,51,40,76.07,job
1891,6.09,6.72,6.36,7.83,6.75,0,0,96.75,87.64,low,11,yes,62,47,75,56,83.11,job
1892,8.69,8.36,8.43,4.74,7.56,0,0,36.97,61.87,high,8,yes,58,59,98,96,70.79,none
1893,4.05,6.17,5.74,6.02,5.49,3,3,98.91,77.8,low,0,yes,73,67,66,62,95.31,higher study
1894,7.87,7.11,7.44,3.71,6.53,0,0,90.47,53.66,medium,1,yes,59,57,63,55,90.39,job
1895,8.92,7.52,7.35,8.97,8.19,0,0,77.24,47.04,high,9,no,50,53,38,39,74.17,none
1896,7.4,7.68,7.27,7.09,7.36,0,0,82.25,59.01,low,4,no,64,72,83,62,83.41,higher study
1897,8.54,5.13,7.53,8.54,7.44,0,0,37.88,73.66,low,4,no,94,78,98,35,65.16,none
1898,6.19,8.19,8.84,7.6,7.7,1,1,35.79,77.02,low,5,no,41,67,43,97,66.42,higher study
1899,7.01,9.31,5.23,9.57,7.78,0,2,39.83,71.74,high,13,yes,34,55,93,69,81.35,job
1900,6.2,7.06,7.64,6.39,6.82,0,0,38.86,99.2,medium,7,no,79,66,60,53,85.62,none
1901,8.93,7.84,8.86,8.39,8.5,0,0,69.68,79.31,medium,11,no,53,39,61,88,82.3,job
1902,8.45,7.76,6.54,5.96,7.18,0,0,47.44,95.41,high,0,yes,73,49,78,70,82.38,higher study
1903,8.56,7.64,8.17,8.13,8.12,2,2,90.64,40.91,low,9,yes,35,56,85,85,89.69,higher study
1904,8.81,7.92,8.44,4.97,7.54,0,0,62.87,37.12,low,11,no,94,51,99,55,96.1,higher study
1905,6.26,6.78,3.8,7.58,6.1,0,0,79.6,53.84,low,8,no,63,47,95,48,75.5,none
1906,7.16,6.25,8.04,7.54,7.25,3,3,76.75,42.16,high,3,no,63,83,93,80,81.48,none
1907,9.33,6.36,3.66,4.14,5.87,0,0,54.44,68.24,high,7,yes,78,94,73,85,95.72,none
1908,6.21,6.67,7.82,6.26,6.74,0,0,49.3,67.78,low,11,no,57,69,48,72,78.57,job
1909,6.63,7.5,7.69,4.91,6.68,0,1,55.95,71.53,low,14,yes,89,48,40,35,77.81,none
1910,6.69,8.52,8.58,7.97,7.94,0,0,86.38,82.93,low,12,yes,94,38,72,78,90.66,higher study
1911,7.41,8.1,8.46,3.69,6.92,0,0,72.28,98.08,high,11,no,46,86,84,57,95.09,job
1912,5.72,4.47,5.94,8.73,6.22,0,0,49.99,91.84,high,4,yes,89,81,40,94,89.51,higher study
1913,9.39,8.37,6.37,6.28,7.6,0,0,87.8,40.94,medium,0,yes,48,44,45,98,64,higher study
1914,6.81,7.05,8.55,5.5,6.98,2,2,36.68,55.69,low,13,no,44,35,47,86,78.59,none
1915,6.3,7.21,7.24,6.79,6.88,0,0,79.85,50.15,low,8,yes,45,57,67,54,68.48,none
1916,6.5,7.18,5.2,8.71,6.9,0,0,62.43,44.85,medium,7,yes,36,45,72,100,72.69,none
1917,5.84,9.12,6.76,5.81,6.88,0,0,82,69.5,low,4,yes,57,92,97,34,78.75,higher study
1918,6.44,6.58,8.61,6.85,7.12,1,1,95.14,70.07,medium,13,no,42,100,45,92,68.86,job
1919,8.92,6.18,7.3,5.69,7.02,0,1,83.25,48.23,high,14,yes,79,65,67,80,80.64,none
1920,8.28,7.77,8.43,7.96,8.11,2,4,62.62,80.7,medium,10,yes,93,69,60,51,85.73,none
1921,8.9,8.97,6.79,7.6,8.06,0,0,43.12,82.11,medium,13,yes,44,54,55,66,95,job
1922,7.32,9.27,4.54,7.79,7.23,3,3,87.03,34.42,high,3,no,43,99,51,48,68.46,higher study
1923,6.84,6.5,6.01,7.25,6.65,0,0,63.87,59.52,low,7,no,36,42,79,57,72.42,higher study
1924,8.39,6.14,7.49,6.9,7.23,0,0,38.06,92.64,medium,8,no,52,77,77,69,76.23,job
1925,6.98,8.34,6.3,6.15,6.94,0,0,81.18,67.87,medium,6,no,35,92,51,93,68.98,none
1926,6.9,6.76,8.26,8.23,7.54,0,0,52.56,56.3,low,3,no,50,57,70,67,73.28,job
1927,6.7,8.49,6.83,8.24,7.57,0,3,36.29,50,medium,6,no,35,96,40,84,95.33,none
1928,6.39,8.11,9.87,8.01,8.09,0,0,93.49,49.31,high,5,no,86,74,93,73,65.55,job
1929,6.77,8.84,5.25,4.35,6.3,0,2,65.37,39.69,medium,10,yes,49,35,81,55,77.75,higher study
1930,7.07,5.12,5.39,7.93,6.38,1,4,51.83,87.76,low,11,yes,43,61,84,49,72.44,higher study
1931,8.02,7.23,5.45,6.73,6.86,0,0,81,38.82,low,2,no,76,49,85,75,63.09,higher study
1932,6.19,7.99,7.33,4.31,6.45,0,0,92.36,52.59,medium,9,no,91,92,85,49,63.85,higher study
1933,6.63,7.39,6.26,6.07,6.59,0,0,33.03,36.07,low,2,no,93,34,87,38,91.4,job
1934,8.43,9.21,6.86,9.94,8.61,0,0,79.09,85.36,low,0,yes,57,34,74,39,94.09,job
1935,6.44,7.89,8.34,8.43,7.78,1,1,84.39,35.64,medium,13,yes,49,64,75,75,89.66,none
1936,5.79,7.35,6.45,7.47,6.76,0,0,47.07,53.66,medium,12,yes,42,55,55,63,81.57,job
1937,7.03,6.57,7.94,6.92,7.12,0,0,65.81,71.42,low,4,yes,39,92,72,65,90.91,none
1938,5.09,7.52,8.75,6.31,6.92,0,0,38.99,60.45,medium,7,no,98,61,56,86,66.08,job
1939,8.59,7.59,4.69,6.19,6.76,4,4,83.03,51.92,high,11,yes,57,60,81,52,91.21,job
1940,6.46,8.43,8.04,3.59,6.63,1,1,89.78,51.44,medium,5,yes,43,34,66,84,76.94,job
1941,6.25,8.21,4.57,7.05,6.52,0,0,40.26,86.45,low,7,yes,60,35,74,61,90.01,job
1942,7.45,7.99,8.43,8.41,8.07,0,0,87.7,98.26,high,6,no,36,99,63,80,69.11,higher study
1943,6.91,6.34,6.33,8.76,7.08,0,4,84.7,56.33,low,1,no,71,82,80,34,93.3,job
1944,7.69,3.61,6.75,8.69,6.68,0,0,56.25,35.63,low,7,no,50,52,90,90,82.72,none
1945,8.41,9.46,8.68,8.76,8.83,0,0,79.25,35.46,high,3,yes,81,61,90,55,60.29,higher study
1946,6.41,8.16,8.15,5.13,6.96,0,0,33.01,83.87,medium,10,yes,82,72,95,91,80.77,job
1947,7.74,7.5,7.92,8.72,7.97,0,0,95.43,70.01,low,4,yes,76,52,90,46,72.41,job
1948,7.52,8.68,7.99,7.58,7.94,0,0,69.88,85.5,medium,10,no,40,97,58,72,62.3,none
1949,6.43,8.76,7.24,6.66,7.27,0,0,74.57,79.74,medium,12,no,54,91,73,60,77.89,higher study
1950,7.87,3.64,6.13,4.84,5.62,0,0,77.54,93.8,high,7,yes,58,50,50,72,72.46,higher study
1951,6.82,6.17,8.35,9.01,7.59,0,0,70.62,92.35,low,4,yes,94,74,81,45,68.18,higher study
1952,7.46,8.46,8.04,8.39,8.09,0,3,90.4,85.82,high,4,no,61,38,72,57,73.96,higher study
1953,6.25,6.11,7.42,9.57,7.34,0,0,73.85,64.84,high,5,yes,85,56,48,51,67.18,none
1954,7.38,7.1,8.7,6.64,7.46,0,0,93.82,53.65,low,14,yes,46,43,50,48,71.99,job
1955,9.53,7.63,7.01,9.72,8.47,2,2,72.02,66.98,low,14,yes,67,45,68,93,64.61,job
1956,5.07,6.44,6.88,6.8,6.3,0,5,44.47,66.64,high,6,no,100,43,66,49,63.37,higher study
1957,6.92,8.24,8.62,6.7,7.62,0,0,94.21,73.89,high,8,no,37,93,51,80,96.4,none
1958,8.47,6.03,8.39,7.54,7.61,3,4,78.67,45.48,high,13,no,77,63,63,57,96.11,job
1959,6.17,6.51,7.54,6.97,6.8,0,0,79.85,76.93,low,10,no,48,57,70,78,93.12,higher study
1960,7.26,4.64,6.39,6.46,6.19,4,4,99.03,63.6,low,6,no,41,46,40,52,69.21,higher study
1961,7.38,7.74,6.65,7.36,7.28,0,0,38.05,74.56,high,5,no,38,42,61,74,89.04,none
1962,8.18,4.87,7.97,8.62,7.41,0,0,61.72,49.06,low,14,no,99,51,51,64,83.59,none
1963,4.51,8.14,7.16,4.65,6.12,0,0,49.03,62.11,low,11,no,79,68,80,49,62.05,none
1964,7.72,8.75,8.51,7.71,8.17,0,2,75.24,47.09,low,9,no,98,37,56,56,95.98,higher study
1965,8,8.12,8.85,8.64,8.4,0,0,87.06,91.65,medium,3,yes,99,74,53,56,99.92,none
1966,8.33,5.72,8.42,6.59,7.26,0,0,97.74,65.7,medium,13,yes,59,59,64,74,88.35,higher study
1967,8.59,3.76,7.13,9.75,7.31,1,1,63.46,48.08,high,10,yes,64,77,47,51,69.26,job
1968,6.94,8.02,8.37,5.77,7.28,0,0,85.68,35.77,medium,9,yes,84,75,56,69,82.18,higher study
1969,7.61,5.56,7.05,6.5,6.68,0,0,94.44,78.28,high,11,no,74,43,35,45,64.38,higher study
1970,8.52,4.03,6.5,7.73,6.7,0,0,78.79,47.39,high,1,yes,84,34,62,84,71.95,job
1971,8.97,7.18,6.1,7.39,7.41,0,0,49.27,99.3,low,10,yes,52,87,83,65,88.69,none
1972,5.38,6,9.31,7.98,7.17,0,0,73.73,68.76,high,12,yes,36,49,92,69,72.04,none
1973,8.67,4.49,9.94,8.38,7.87,0,0,97.99,52.37,high,10,no,71,79,66,73,65.89,higher study
1974,7.11,4.29,7.16,3.92,5.62,0,1,99.17,77.07,high,14,yes,78,46,81,71,60.3,higher study
1975,6.59,6.36,8.71,8.25,7.48,0,0,76.04,51.45,high,8,yes,74,97,77,87,82.9,job
1976,4.83,9.91,6.72,8.83,7.57,0,1,92.43,87.96,low,9,yes,58,88,45,37,98.75,none
1977,7.47,7.6,6.62,7.19,7.22,0,0,46.43,53.66,low,10,no,83,96,75,79,79.37,job
1978,8.22,8.03,3.53,6.62,6.6,0,0,49.49,99.21,high,4,yes,34,51,68,96,68.5,higher study
1979,5.19,7.25,9.32,7.65,7.35,0,0,96.84,73.55,medium,4,no,87,94,74,83,78.53,higher study
1980,4.57,8.19,8.91,6.33,7,0,0,42.07,89.58,medium,10,no,46,53,88,63,84.08,job
1981,7.48,7.57,6.08,6.87,7,0,1,45.81,37.89,high,11,yes,73,98,46,49,92.05,job
1982,5.33,6.22,8.36,3.52,5.86,0,0,61.18,56.34,low,2,no,54,97,72,85,78.11,none
1983,7.45,9.1,6.96,6.62,7.53,0,0,72.51,82.41,high,12,no,74,97,99,37,66.92,job
1984,8.51,6.58,5.82,7.19,7.02,0,0,73.46,76.89,high,2,yes,94,46,68,59,67.52,none
1985,7.08,8.52,5.01,9.9,7.63,0,0,52.57,46.02,low,0,no,66,90,66,62,95.99,none
1986,8.58,8.17,6.11,6.33,7.3,0,1,94.68,56.87,medium,11,yes,62,78,69,44,69.45,job
1987,7.22,8.68,8.75,6.1,7.69,0,0,94.31,50.66,high,10,yes,88,71,46,57,89.12,job
1988,6.98,4.5,6.42,7.97,6.47,1,1,59.27,74.1,low,4,yes,65,87,89,84,70.76,none
